分类1,分类2,报送分类,TICKER,ISIN,债券名称,AccSection,Portfolio,CCY,Nominal（原币）,Nominal（USD）,Nominal(亿原币）,Nominal(亿美元）,摊余成本（USD）,摊余成本（亿USD）,Maket Value（USD）,Duration,Size*Dur,WAL,SIZE*WAL,EffectiveYield,Size*Yld, IRSCCSAmt ,IRSCCSYield,Real Yield,Size*Real Yld,FTP Rate,Size*FTP,Carry,Size*Carry,PL,PL2,估亏比例,Maturity,NXT_CALL_DT,tmp1,MaturityWithCall(not used),year,month,date,MaturityWithCall,2025,2026,Maturity_Check,平均买价,摊余成本价格,市场价格,国别风险,TLAC债券,FLOATER,INSTRUMENT,是否repo,repo占比,实际repo,实际repo%,绿债,现价*规模（美元）, 久期 ,凸性,OAS,PVBP（万美元）,IRS PV01（万美元）,CCS PV01（万美元）,总PVBP（万美元）,,是否私募
Fins,Foreign Banks,外资金融机构债券,C,US172967LP48,C 3.668 07/24/28,AFS,HOBJIFCRA031,USD," 70,000,000.00 "," 70,000,000.00 ", 0.70 , 0.70 ," 69,989,246.02 ", 0.70 ," 69,624,800.00 ", 1.442 ," 100,916,695.577 ", -   , -   , 3.7105 ," 259,691,948.5322 ", -   , -   , 3.71 ," 259,691,948.5322 ", 2.7082 ," 189,547,185.7101 ", 100 ," 7,014,476,282.2173 "," -364,446.02 "," -364,446.02 ",-0.5%,24/07/2028,2027/7/24,2027/7/24,2027/7/24,2027,7,24,2027/7/24, -   ," 701,447.63 ", -   , 101.03 , 99.98 , 99.46 , US , TLAC , N ,CITIGROUP 3.668 240728 CALL,,,,,N," 69,624,800.00 ", 1.44 , 0.03 , 1.44 , 1.0039 , -   , -   , 1.00 ,1.00391205,N
MBS,passthrough,吉利美MBS,G2,US36179VXX36,G2 MA6994,HTM,HOBJIFSTH076,USD," 28,407,143.50 "," 28,407,143.50 ", 0.28 , 0.28 ," 28,925,194.80 ", 0.29 ," 23,609,347.41 ", 6.467 ," 187,065,186.232 ", 8.457 ," 244,614,587.365 ", 1.9180 ," 55,478,378.9960 ", -   , -   , 1.92 ," 55,478,378.9960 ", 0.0312 ," 903,796.6366 ", 189 ," 5,457,458,235.9331 "," -5,315,847.39 "," -5,126,253.69 ",-17.8%,01/11/2050,#N/A Field Not Applicable,#VALUE!,2050/11/1,2050,11,1,2050/11/1, -   ," 545,745.82 ", -   , 101.16 , 101.82 , 83.11 , US , #N/A N/A , N ,GNMA-USA 2.0 201150 MBS A,,,,,N," 23,609,347.41 ", 6.47 , 0.19 , 7.55 , 1.5269 , -   , -   , 1.53 ,1.526865074,N
MBS,passthrough,吉利美MBS,G2,US36179WBP23,G2 MA7246,HTM,HOBJIFSTH076,USD," 186,939,618.26 "," 186,939,618.26 ", 1.87 , 1.87 ," 187,232,429.03 ", 1.87 ," 152,244,933.69 ", 6.729 ," 1,259,842,658.744 ", 8.970 ," 1,679,531,058.151 ", 2.0041 ," 375,226,410.9917 ", -   , -   , 2.00 ," 375,226,410.9917 ", 0.0225 ," 4,214,414.7451 ", 198 ," 37,101,199,624.6595 "," -34,987,495.34 "," -34,856,281.43 ",-18.6%,01/03/2051,#N/A Field Not Applicable,#VALUE!,2051/3/1,2051,3,1,2051/3/1, -   ," 3,710,119.96 ", -   , 100.09 , 100.16 , 81.44 , US , #N/A N/A , N ,GNMA-USA 2.0 200351 MBS A,,,,,N," 152,244,933.69 ", 6.73 , 0.58 , 8.34 , 10.2442 , -   , -   , 10.24 ,10.24420091,N
MBS,CMO,吉利美MBS,GNR,US38380RK252,GNR 2021-54 AB,HTM,HOBJIFSTH076,USD," 43,265,817.00 "," 43,265,817.00 ", 0.43 , 0.43 ," 43,104,934.08 ", 0.43 ," 31,623,375.04 ", 3.371 ," 145,303,086.510 ", 5.092 ," 219,486,013.859 ", 1.3683 ," 58,980,881.3200 ", -   , -   , 1.37 ," 58,980,881.3200 ", 0.0312 ," 1,346,856.7704 ", 134 ," 5,763,402,454.9653 "," -11,481,559.05 "," -11,507,236.28 ",-26.7%,01/09/2063,2047/4/16,2047/4/16,2047/4/16,2047,4,16,2047/4/16, -   ," 576,340.25 ", -   , 99.69 , 99.63 , 73.09 , US , #N/A N/A , N ,GNMA-USA 1.35 150963 MBS,,,,,N," 31,623,375.04 ", 3.37 , 0.24 , 8.48 , 1.0660 , -   , -   , 1.07 ,1.065997222,N
MBS,CMO,吉利美MBS,GNR,US38382PDE97,GNR 2021-41 MJ,HTM,HOBJIFSTH076,USD," 32,260,716.50 "," 32,260,716.50 ", 0.32 , 0.32 ," 32,261,641.50 ", 0.32 ," 25,856,351.32 ", 6.483 ," 209,149,608.460 ", 8.591 ," 277,143,631.321 ", 1.7080 ," 55,101,668.0663 ", -   , -   , 1.71 ," 55,101,668.0663 ", 0.0312 ," 1,008,047.2504 ", 168 ," 5,409,362,081.5944 "," -6,405,290.18 "," -6,394,283.70 ",-19.8%,01/03/2051,#N/A N/A,#VALUE!,2051/3/1,2051,3,1,2051/3/1, -   ," 540,936.21 ", -   , 99.97 , 100.00 , 80.15 , US , #N/A N/A , N ,GNMA-USA 1.7 200351 MBS,,,,,N," 25,856,351.32 ", 6.48 , 0.42 , 7.83 , 1.6762 , -   , -   , 1.68 ,1.676246311,N
MBS,CMO,吉利美MBS,GNR,US38382PCV22,GNR 2021-41 MB,AFS,HOBJIFSTA076,USD," 25,945,247.20 "," 25,945,247.20 ", 0.26 , 0.26 ," 26,043,077.57 ", 0.26 ," 20,307,293.09 ", 6.194 ," 161,314,120.880 ", 8.173 ," 212,852,677.301 ", 1.4873 ," 38,734,619.3130 ", -   , -   , 1.49 ," 38,734,619.3130 ", 0.0312 ," 813,742.0018 ", 146 ," 3,792,087,731.1187 "," -5,735,784.48 "," -5,703,830.71 ",-21.9%,01/02/2051,#N/A N/A,#VALUE!,2051/2/1,2051,2,1,2051/2/1, -   ," 379,208.77 ", -   , 100.25 , 100.38 , 78.27 , US , #N/A N/A , N ,GNMA-USA 1.5 200251 MBS A,,,,,N," 20,307,293.09 ", 6.19 , 0.48 , 8.60 , 1.2579 , -   , -   , 1.26 ,1.257859454,N
MBS,CMO,吉利美MBS,GNR,US38382PCU49,GNR 2021-41 MA,AFS,HOBJIFSTA076,USD," 51,809,153.50 "," 51,809,153.50 ", 0.52 , 0.52 ," 50,986,859.27 ", 0.51 ," 39,876,158.41 ", 6.559 ," 334,405,571.709 ", 8.670 ," 442,071,365.951 ", 1.3283 ," 67,725,726.8823 ", -   , -   , 1.33 ," 67,725,726.8823 ", 0.0312 ," 1,593,135.4048 ", 130 ," 6,613,259,147.7425 "," -11,110,700.86 "," -11,281,333.08 ",-22.1%,01/02/2051,#N/A N/A,#VALUE!,2051/2/1,2051,2,1,2051/2/1, -   ," 661,325.91 ", -   , 98.74 , 98.41 , 76.97 , US , #N/A N/A , N ,GNMA-USA 1.25 200251 MBS I,,,,,N," 39,876,158.41 ", 6.56 , 0.55 , 8.65 , 2.6153 , -   , -   , 2.62 ,2.615342412,N
MBS,CMO,吉利美MBS,GNR,US38382PDF62,GNR 2021-41 MK,HTM,HOBJIFSTH076,USD," 48,391,074.75 "," 48,391,074.75 ", 0.48 , 0.48 ," 48,332,358.52 ", 0.48 ," 39,106,327.63 ", 6.474 ," 312,915,704.058 ", 8.591 ," 415,199,125.830 ", 1.8154 ," 87,744,289.1148 ", -   , -   , 1.82 ," 87,744,289.1148 ", 0.0312 ," 1,510,192.8742 ", 178 ," 8,623,409,624.0637 "," -9,226,030.89 "," -9,224,258.28 ",-19.1%,01/03/2051,#N/A N/A,#VALUE!,2051/3/1,2051,3,1,2051/3/1, -   ," 862,340.96 ", -   , 99.87 , 99.88 , 80.81 , US , #N/A N/A , N ,GNMA-USA 1.8 200351 MBS,,,,,N," 39,106,327.63 ", 6.47 , 0.40 , 7.78 , 2.5318 , -   , -   , 2.53 ,2.531840866,N
MBS,CMO,吉利美MBS,GNR,US38382PNC22,GNR 2021-44 AC,HTM,HOBJIFSTH076,USD," 100,866,700.50 "," 100,866,700.50 ", 1.01 , 1.01 ," 100,792,997.53 ", 1.01 ," 78,854,762.18 ", 6.779 ," 683,325,797.309 ", 8.976 ," 904,707,866.506 ", 1.5094 ," 152,136,117.9177 ", -   , -   , 1.51 ," 152,136,117.9177 ", 0.0312 ," 3,149,378.0007 ", 148 ," 14,898,673,991.6990 "," -21,938,235.34 "," -21,927,882.73 ",-21.8%,01/03/2051,#N/A N/A,#VALUE!,2051/3/1,2051,3,1,2051/3/1, -   ," 1,489,867.40 ", -   , 99.92 , 99.93 , 78.18 , US , #N/A N/A , N ,GNMA-USA 1.5 200351 MBS,,,,,N," 78,854,762.18 ", 6.78 , 0.73 , 8.67 , 5.3460 , -   , -   , 5.35 ,5.345956025,N
MBS,CMO,吉利美MBS,GNR,US38382PNG36,GNR 2021-44 AT,HTM,HOBJIFSTH076,USD," 67,244,467.00 "," 67,244,467.00 ", 0.67 , 0.67 ," 67,106,847.64 ", 0.67 ," 53,247,127.73 ", 6.765 ," 453,956,788.858 ", 8.976 ," 602,344,353.728 ", 1.6676 ," 111,906,468.4839 ", -   , -   , 1.67 ," 111,906,468.4839 ", 0.0312 ," 2,096,820.5613 ", 164 ," 10,980,964,792.2526 "," -13,859,719.91 "," -13,871,255.90 ",-20.7%,01/03/2051,#N/A N/A,#VALUE!,2051/3/1,2051,3,1,2051/3/1, -   ," 1,098,096.48 ", -   , 99.81 , 99.80 , 79.18 , US , #N/A N/A , N ,GNMA-USA 1.65 200351 MBS,,,,,N," 53,247,127.73 ", 6.76 , 0.69 , 8.57 , 3.6020 , -   , -   , 3.60 ,3.602001281,N
MBS,CMO,吉利美MBS,GNR,US38382PJ379,GNR 2021-50 DA,HTM,HOBJIFSTH076,USD," 30,077,346.50 "," 30,077,346.50 ", 0.30 , 0.30 ," 30,077,346.50 ", 0.30 ," 24,437,272.56 ", 6.468 ," 194,526,712.839 ", 8.586 ," 258,241,089.314 ", 1.8597 ," 55,936,225.4455 ", -   , -   , 1.86 ," 55,936,225.4455 ", 0.0312 ," 939,796.7687 ", 183 ," 5,499,642,867.6797 "," -5,640,073.94 "," -5,640,073.94 ",-18.8%,01/03/2051,#N/A N/A,#VALUE!,2051/3/1,2051,3,1,2051/3/1, -   ," 549,964.29 ", -   , 100.00 , 100.00 , 81.25 , US , #N/A N/A , N ,GNMA-USA 1.85 200351 MBS,,,,,N," 24,437,272.56 ", 6.47 , 0.38 , 8.32 , 1.5805 , -   , -   , 1.58 ,1.580492582,N
MBS,CMO,吉利美MBS,GNR,US38382PH969,GNR 2021-50 AQ,HTM,HOBJIFSTH076,USD," 33,617,737.50 "," 33,617,737.50 ", 0.34 , 0.34 ," 33,577,332.19 ", 0.34 ," 26,961,291.00 ", 6.749 ," 226,599,026.824 ", 8.972 ," 301,262,539.832 ", 1.8154 ," 60,955,556.1916 ", -   , -   , 1.82 ," 60,955,556.1916 ", 0.0312 ," 1,049,157.3215 ", 178 ," 5,990,639,887.0169 "," -6,616,041.18 "," -6,614,424.32 ",-19.7%,01/03/2051,#N/A N/A,#VALUE!,2051/3/1,2051,3,1,2051/3/1, -   ," 599,063.99 ", -   , 99.88 , 99.88 , 80.20 , US , #N/A N/A , N ,GNMA-USA 1.8 200351 MBS A,,,,,N," 26,961,291.00 ", 6.75 , 0.64 , 8.46 , 1.8195 , -   , -   , 1.82 ,1.819501999,N
MBS,CMO,吉利美MBS,GNR,US38382PH886,GNR 2021-50 AG,HTM,HOBJIFSTH076,USD," 67,235,475.00 "," 67,235,475.00 ", 0.67 , 0.67 ," 67,015,523.41 ", 0.67 ," 53,019,945.76 ", 6.768 ," 453,554,957.030 ", 8.972 ," 601,276,679.117 ", 1.6230 ," 108,763,199.5666 ", -   , -   , 1.62 ," 108,763,199.5666 ", 0.0312 ," 2,093,967.0444 ", 159 ," 10,666,923,252.2233 "," -13,995,577.65 "," -14,026,429.47 ",-20.9%,01/03/2051,#N/A N/A,#VALUE!,2051/3/1,2051,3,1,2051/3/1, -   ," 1,066,692.33 ", -   , 99.72 , 99.67 , 78.86 , US , #N/A N/A , N ,GNMA-USA 1.6 200351 MBS A,,,,,N," 53,019,945.76 ", 6.77 , 0.70 , 8.59 , 3.5883 , -   , -   , 3.59 ,3.588341625,N
MBS,CMO,吉利美MBS,GNR,US38382PYP16,GNR 2021-42 AD,HTM,HOBJIFSTH076,USD," 31,716,619.50 "," 31,716,619.50 ", 0.32 , 0.32 ," 31,771,444.70 ", 0.32 ," 25,220,231.19 ", 6.485 ," 206,052,557.889 ", 8.577 ," 272,503,681.229 ", 1.5985 ," 50,786,821.4776 ", -   , -   , 1.60 ," 50,786,821.4776 ", 0.0312 ," 992,730.5612 ", 157 ," 4,979,409,091.6400 "," -6,551,213.51 "," -6,526,122.64 ",-20.6%,01/03/2051,#N/A N/A,#VALUE!,2051/3/1,2051,3,1,2051/3/1, -   ," 497,940.91 ", -   , 100.09 , 100.17 , 79.52 , US , #N/A N/A , N ,GNMA-USA 1.6 200351 MBS,,,,,N," 25,220,231.19 ", 6.49 , 0.44 , 7.93 , 1.6356 , -   , -   , 1.64 ,1.635648991,N
MBS,CMO,吉利美MBS,GNR,US38382PYQ98,GNR 2021-42 AE,HTM,HOBJIFSTH076,USD," 31,716,619.50 "," 31,716,619.50 ", 0.32 , 0.32 ," 31,716,619.50 ", 0.32 ," 25,430,892.98 ", 6.477 ," 205,417,599.547 ", 8.577 ," 272,033,445.452 ", 1.7079 ," 54,167,803.6354 ", -   , -   , 1.71 ," 54,167,803.6354 ", 0.0312 ," 991,017.4929 ", 168 ," 5,317,678,614.2490 "," -6,285,726.52 "," -6,285,726.52 ",-19.8%,01/03/2051,#N/A N/A,#VALUE!,2051/3/1,2051,3,1,2051/3/1, -   ," 531,767.86 ", -   , 100.00 , 100.00 , 80.18 , US , #N/A N/A , N ,GNMA-USA 1.7 200351 MBS A,,,,,N," 25,430,892.98 ", 6.48 , 0.42 , 7.87 , 1.6471 , -   , -   , 1.65 ,1.64707118,N
MBS,CMO,吉利美MBS,GNR,US38382PYM84,GNR 2021-42 AB,HTM,HOBJIFSTH076,USD," 14,589,644.97 "," 14,589,644.97 ", 0.15 , 0.15 ," 14,351,969.83 ", 0.14 ," 11,262,140.87 ", 6.517 ," 93,538,194.052 ", 8.577 ," 123,096,845.213 ", 1.3304 ," 19,093,735.9402 ", -   , -   , 1.33 ," 19,093,735.9402 ", 0.0312 ," 448,441.6492 ", 130 ," 1,864,529,429.1007 "," -3,089,828.96 "," -3,149,692.80 ",-21.9%,01/03/2051,#N/A N/A,#VALUE!,2051/3/1,2051,3,1,2051/3/1, -   ," 186,452.94 ", -   , 98.78 , 98.37 , 77.19 , US , #N/A N/A , N ,GNMA-USA 1.25 200351 MBS,,,,,N," 11,262,140.87 ", 6.52 , 0.54 , 8.14 , 0.7340 , -   , -   , 0.73 ,0.734003995,N
MBS,CMO,吉利美MBS,GNR,US38382PYN67,GNR 2021-42 AC,HTM,HOBJIFSTH076,USD," 63,433,239.00 "," 63,433,239.00 ", 0.63 , 0.63 ," 63,595,125.71 ", 0.64 ," 50,019,138.82 ", 6.494 ," 413,013,196.121 ", 8.577 ," 545,455,393.244 ", 1.4936 ," 94,983,906.0975 ", -   , -   , 1.49 ," 94,983,906.0975 ", 0.0312 ," 1,987,093.2980 ", 146 ," 9,299,681,279.9484 "," -13,575,986.90 "," -13,513,214.62 ",-21.3%,01/03/2051,#N/A N/A,#VALUE!,2051/3/1,2051,3,1,2051/3/1, -   ," 929,968.13 ", -   , 100.16 , 100.26 , 78.85 , US , #N/A N/A , N ,GNMA-USA 1.5 200351 MBS A,,,,,N," 50,019,138.82 ", 6.49 , 0.47 , 7.99 , 3.2485 , -   , -   , 3.25 ,3.248450908,N
Fins,Chinese Security,中资金融机构债券,HTSC,XS2326957227,HTSC 2 04/09/26,AFS,HOBJIFCRA431,USD," 20,000,000.00 "," 20,000,000.00 ", 0.20 , 0.20 ," 20,000,072.73 ", 0.20 ," 19,886,200.00 ", 0.228 ," 4,566,700.754 ", -   , -   , 2.0322 ," 40,643,271.3889 ", -   , -   , 2.03 ," 40,643,271.3889 ", 0.2644 ," 5,287,699.2274 ", 177 ," 3,535,557,216.1497 "," -113,872.73 "," -113,872.73 ",-0.6%,09/04/2026,#N/A Field Not Applicable,#VALUE!,2026/4/9,2026,4,9,2026/4/9, -   ," 95,895.94 ", 3.00 , 99.89 , 100.00 , 99.43 , CN , #N/A N/A , N ,0540220209 2 090426,,,,,N," 19,886,200.00 ", 0.23 , 0.00 , 0.22 , 0.0454 , -   , -   , 0.05 ,0.045406997,N
Fins,Foreign Banks,外资金融机构债券,UOBSP,US91127LAD29,UOBSP 1 1/4 04/14/26,AFS,HOBJIFCRA031,USD," 20,000,000.00 "," 20,000,000.00 ", 0.20 , 0.20 ," 19,996,084.79 ", 0.20 ," 19,850,600.00 ", 0.245 ," 4,897,172.283 ", -   , -   , 1.3398 ," 26,791,199.5165 ", -   , -   , 1.34 ," 26,791,199.5165 ", 0.2644 ," 5,286,644.8815 ", 108 ," 2,150,455,463.5001 "," -145,484.79 "," -145,484.79 ",-0.7%,14/04/2026,#N/A Field Not Applicable,#VALUE!,2026/4/14,2026,4,14,2026/4/14, -   ," 61,273.25 ", 3.00 , 99.59 , 99.98 , 99.25 , SG , #N/A N/A , N ,UOB-HO 1.25 140426,,,,,N," 19,850,600.00 ", 0.24 , 0.00 , 0.24 , 0.0486 , -   , -   , 0.05 ,0.048615421,N
MBS,passthrough,吉利美MBS,G2,US36179WDG06,G2 MA7303,HTM,HOBJIFSTH076,USD," 68,399,165.00 "," 68,399,165.00 ", 0.68 , 0.68 ," 68,005,625.22 ", 0.68 ," 55,703,390.79 ", 6.730 ," 457,708,815.843 ", 8.973 ," 610,194,073.432 ", 2.0416 ," 138,840,559.1965 ", -   , -   , 2.04 ," 138,840,559.1965 ", 0.0168 ," 1,139,842.2844 ", 202 ," 13,770,071,691.2106 "," -12,302,234.44 "," -12,368,473.52 ",-18.2%,01/04/2051,#N/A Field Not Applicable,#VALUE!,2051/4/1,2051,4,1,2051/4/1, -   ," 1,377,007.17 ", -   , 99.52 , 99.42 , 81.44 , US , #N/A N/A , N ,GNMA-USA 2.0 200451 MBS,,,,,N," 55,703,390.79 ", 6.73 , 0.58 , 8.33 , 3.7491 , -   , -   , 3.75 ,3.749091778,N
Fins,Chinese Security,中资金融机构债券,GTJA,XS2333222292,GTJA 2 04/21/26,AFS,HOBJIFCRA431,USD," 22,000,000.00 "," 22,000,000.00 ", 0.22 , 0.22 ," 21,997,202.96 ", 0.22 ," 21,858,540.00 ", 0.261 ," 5,740,086.393 ", -   , -   , 2.0771 ," 45,690,455.1561 ", -   , -   , 2.08 ," 45,690,455.1561 ", 0.2847 ," 6,261,525.8192 ", 179 ," 3,942,892,933.6857 "," -138,662.96 "," -138,662.96 ",-0.6%,21/04/2026,#N/A Field Not Applicable,#VALUE!,2026/4/21,2026,4,21,2026/4/21, -   ," 119,907.15 ", 6.00 , 99.70 , 99.99 , 99.36 , CN , #N/A N/A , N ,534511648 2.0 210426,,,,,N," 21,858,540.00 ", 0.26 , 0.00 , 0.25 , 0.0570 , -   , -   , 0.06 ,0.057039028,N
MBS,CMO,吉利美MBS,GNR,US38380RQ945,GNR 2021-61 A,HTM,HOBJIFSTH076,USD," 43,776,347.40 "," 43,776,347.40 ", 0.44 , 0.44 ," 43,776,347.40 ", 0.44 ," 32,640,432.60 ", 3.362 ," 147,177,834.816 ", 4.959 ," 217,095,662.026 ", 1.4566 ," 63,763,688.6202 ", -   , -   , 1.46 ," 63,763,688.6202 ", 0.0168 ," 733,735.3588 ", 144 ," 6,302,995,326.1417 "," -11,135,914.80 "," -11,135,914.80 ",-25.4%,01/08/2063,2046/7/16,2046/7/16,2046/7/16,2046,7,16,2046/7/16, -   ," 630,299.53 ", -   , 100.00 , 100.00 , 74.56 , US , #N/A N/A , N ,GNMA-USA 1.45 160863 MBS,,,,,N," 32,640,432.60 ", 3.36 , 0.24 , 8.07 , 1.0974 , -   , -   , 1.10 ,1.097384428,N
Corps,SOE,中资企业离岸债券,CHALUM,XS2340059794,CHALUM 2 1/8 06/03/26,AFS,HOBJIFCRA451,USD," 116,000,000.00 "," 116,000,000.00 ", 1.16 , 1.16 ," 115,897,052.68 ", 1.16 ," 115,077,800.00 ", 0.375 ," 43,423,943.539 ", -   , -   , 2.3664 ," 274,260,496.0972 ", -   , -   , 2.37 ," 274,260,496.0972 ", 0.4327 ," 50,143,671.1204 ", 193 ," 22,411,682,497.6776 "," -819,252.68 "," -819,252.68 ",-0.7%,03/06/2026,2026/5/3,2026/5/3,2026/5/3,2026,5,3,2026/5/3, -   ," 2,241,168.25 ", 6.00 , 99.17 , 99.91 , 99.21 , CN , #N/A N/A , N ,0550458253 2.125 030626 CALL,,,,,N," 115,077,800.00 ", 0.37 , 0.00 , 0.37 , 0.4312 , -   , -   , 0.43 ,0.431169885,N
MBS,CMO,吉利美MBS,GNR,US38381DCK46,GNR 2021-92 AB,HTM,HOBJIFSTH076,USD," 48,246,192.00 "," 48,246,192.00 ", 0.48 , 0.48 ," 48,187,250.52 ", 0.48 ," 36,991,416.82 ", 3.436 ," 165,555,325.655 ", 5.007 ," 241,292,838.266 ", 1.8155 ," 87,482,914.4064 ", -   , -   , 1.82 ," 87,482,914.4064 ", 0.0102 ," 492,329.1386 ", 181 ," 8,699,058,526.7766 "," -11,195,833.70 "," -11,194,467.44 ",-23.2%,01/09/2063,2047/2/16,2047/2/16,2047/2/16,2047,2,16,2047/2/16, -   ," 869,905.85 ", -   , 99.88 , 99.88 , 76.67 , US , #N/A N/A , N ,GNMA-USA 1.8 160963 MBS,,,,,N," 36,991,416.82 ", 3.44 , 0.25 , 8.32 , 1.2709 , -   , -   , 1.27 ,1.270901741,N
MBS,passthrough,吉利美MBS,G2,US36179WE790,G2 MA7358,HTM,HOBJIFSTH076,USD," 105,220,936.50 "," 105,220,936.50 ", 1.05 , 1.05 ," 106,057,564.72 ", 1.06 ," 85,688,563.62 ", 6.759 ," 716,850,934.013 ", 9.020 ," 956,586,205.034 ", 1.9713 ," 209,075,372.2243 ", -   , -   , 1.97 ," 209,075,372.2243 ", 0.0030 ," 320,930.1909 ", 197 ," 20,875,444,203.3458 "," -20,369,001.11 "," -20,169,452.77 ",-19.1%,01/05/2051,#N/A Field Not Applicable,#VALUE!,2051/5/1,2051,5,1,2051/5/1, -   ," 2,087,544.42 ", -   , 100.61 , 100.80 , 81.44 , US , #N/A N/A , N ,GNMA-USA 2.0 200551 MBS,,,,,N," 85,688,563.62 ", 6.76 , 0.58 , 8.39 , 5.7918 , -   , -   , 5.79 ,5.791753471,N
Rates,Govs,外国政府/主权债券,T,US91282CCF68,T 0 3/4 05/31/26,AFS,HOBJIFIRA001,USD," 20,000,000.00 "," 20,000,000.00 ", 0.20 , 0.20 ," 19,987,687.70 ", 0.20 ," 19,770,700.00 ", 0.369 ," 7,368,319.194 ", -   , -   , 0.8982 ," 17,952,984.2696 ", -   , -   , 0.90 ," 17,952,984.2696 ", 0.0030 ," 60,482.7430 ", 90 ," 1,789,250,152.6644 "," -216,987.70 "," -216,987.70 ",-1.1%,31/05/2026,#N/A Field Not Applicable,#VALUE!,2026/5/31,2026,5,31,2026/5/31, -   ," 74,021.03 ", 6.00 , 99.29 , 99.94 , 98.85 , US , #N/A N/A , N ,USTN 0.75 310526,,,,,N," 19,770,700.00 ", 0.37 , 0.00 , 0.37 , 0.0729 , -   , -   , 0.07 ,0.072883282,N
MBS,CMO,吉利美MBS,GNR,US38381DQV54,GNR 2021-112 A,HTM,HOBJIFSTH076,USD," 42,935,865.00 "," 42,935,865.00 ", 0.43 , 0.43 ," 42,935,865.00 ", 0.43 ," 33,193,244.94 ", 3.474 ," 149,144,181.077 ", 5.079 ," 218,049,790.403 ", 1.9631 ," 84,286,069.4339 ", -   , -   , 1.96 ," 84,286,069.4339 ", 0.0030 ," 129,923.9275 ", 196 ," 8,415,614,550.6423 "," -9,742,620.06 "," -9,742,620.06 ",-22.7%,01/10/2063,2047/2/16,2047/2/16,2047/2/16,2047,2,16,2047/2/16, -   ," 841,561.46 ", -   , 100.00 , 100.00 , 77.31 , US , #N/A N/A , N ,GNMA-USA 1.95 161063 MBS,,,,,N," 33,193,244.94 ", 3.47 , 0.26 , 8.17 , 1.1530 , -   , -   , 1.15 ,1.153017258,N
MBS,passthrough,吉利美MBS,G2,US36179WGS17,G2 MA7409,HTM,HOBJIFSTH076,USD," 223,503,039.19 "," 223,503,039.19 ", 2.24 , 2.24 ," 224,624,310.49 ", 2.25 ," 182,009,252.96 ", 6.793 ," 1,525,939,573.542 ", 9.074 ," 2,038,173,606.110 ", 1.9865 ," 446,223,133.6833 ", -   , -   , 1.99 ," 446,223,133.6833 ", 0.0252 ," 5,657,612.5084 ", 196 ," 44,056,552,117.4901 "," -42,615,057.53 "," -42,341,579.61 ",-18.9%,01/06/2051,#N/A Field Not Applicable,#VALUE!,2051/6/1,2051,6,1,2051/6/1, -   ," 4,405,655.21 ", -   , 100.38 , 100.50 , 81.43 , US , #N/A N/A , N ,GNMA-USA 2.0 200651 MBS,,,,,N," 182,009,252.96 ", 6.79 , 0.59 , 8.47 , 12.3644 , -   , -   , 12.36 ,12.36442846,N
Fins,Chinese Security,中资金融机构债券,SWHYSE,XS2334569774,SWHYSE 1.8 07/14/26,AFS,HOBJIFCRA431,USD," 38,000,000.00 "," 38,000,000.00 ", 0.38 , 0.38 ," 38,008,283.03 ", 0.38 ," 37,522,340.00 ", 0.484 ," 18,397,009.357 ", -   , -   , 1.7816 ," 67,717,281.4785 ", -   , -   , 1.78 ," 67,717,281.4785 ", 0.2580 ," 9,805,642.9135 ", 152 ," 5,791,163,856.4917 "," -485,943.03 "," -485,943.03 ",-1.3%,14/07/2026,#N/A Field Not Applicable,#VALUE!,2026/7/14,2026,7,14,2026/7/14, -   ," 309,390.95 ", 6.00 , 100.12 , 100.02 , 98.74 , CN , #N/A N/A , N ,596158596 1.8 140726,,,,,N," 37,522,340.00 ", 0.48 , 0.00 , 0.48 , 0.1816 , -   , -   , 0.18 ,0.181618001,N
Fins,Chinese Bank,中资金融机构债券,AGRBK,XS2349273883,AGRBK 1 1/4 06/17/26,AFS,HOBJIFCRA431,USD," 10,000,000.00 "," 10,000,000.00 ", 0.10 , 0.10 ," 10,000,461.60 ", 0.10 ," 9,880,900.00 ", 0.413 ," 4,125,260.083 ", -   , -   , 1.2533 ," 12,533,092.4955 ", -   , -   , 1.25 ," 12,533,092.4955 ", 0.2580 ," 2,579,989.0857 ", 100 ," 995,310,340.9795 "," -119,561.60 "," -119,561.60 ",-1.2%,17/06/2026,#N/A Field Not Applicable,#VALUE!,2026/6/17,2026,6,17,2026/6/17, -   ," 45,811.54 ", 6.00 , 100.00 , 100.00 , 98.81 , CN , #N/A N/A , N ,ABC-HKG 1.25 170626,,,,,N," 9,880,900.00 ", 0.41 , 0.00 , 0.41 , 0.0408 , -   , -   , 0.04 ,0.040759401,N
